timestamp,p1,p2,mode,label
2026-05-20 10:30:55,3,1,0,0
2026-05-20 10:30:55,2,4,0,0
2026-05-20 10:30:55,4,4,0,0
2026-05-20 10:30:56,5,5,0,0
2026-05-20 10:30:56,4,6,0,0
2026-05-20 10:30:56,3,3,0,0
2026-05-20 10:30:56,4,2,0,0
2026-05-20 10:30:56,2,1,0,0
2026-05-20 10:30:56,1,5,0,0
2026-05-20 10:30:57,4,4,0,0
2026-05-20 10:30:57,5,4,0,0
2026-05-20 10:30:57,3,6,0,0
2026-05-20 10:30:57,6,1,0,0
2026-05-20 10:30:58,3,3,0,0
2026-05-20 10:30:58,4,3,0,0
2026-05-20 10:30:58,3,5,0,0
2026-05-20 10:30:58,5,2,0,0
2026-05-20 10:30:58,1,6,0,0
2026-05-20 10:31:00,1,2,0,0
2026-05-20 10:31:00,3,5,0,0
2026-05-20 10:31:00,4,2,0,0
2026-05-20 10:31:00,5,4,0,0
2026-05-20 10:31:01,2,5,0,0
2026-05-20 10:31:01,5,1,0,0
2026-05-20 10:31:01,4,6,0,0
2026-05-20 10:31:02,5,5,0,0
2026-05-20 10:31:02,3,3,0,0
2026-05-20 10:31:03,3,5,0,0
2026-05-20 10:31:03,4,2,0,0
2026-05-20 10:31:03,2,5,0,0
2026-05-20 10:31:03,2,6,0,0
2026-05-20 10:31:03,2,4,0,0
2026-05-20 10:31:03,1,3,0,0
2026-05-20 10:31:04,1,1,0,0
2026-05-20 10:31:04,1,1,0,0
2026-05-20 10:31:04,3,5,0,0
2026-05-20 10:31:04,5,1,0,0
2026-05-20 10:31:04,1,5,0,0
2026-05-20 10:31:04,1,1,0,0
2026-05-20 10:31:05,6,3,0,0
2026-05-20 10:31:05,6,5,0,0
2026-05-20 10:31:05,3,3,0,0
2026-05-20 10:31:05,6,3,0,0
2026-05-20 10:31:05,4,3,0,0
2026-05-20 10:31:06,2,3,0,0
2026-05-20 10:31:06,1,3,0,0
2026-05-20 10:31:06,1,6,0,0
2026-05-20 10:31:06,5,6,0,0
2026-05-20 10:31:06,5,4,0,0
2026-05-20 10:31:26,1,3,0,0
2026-05-20 10:31:27,1,6,0,0
2026-05-20 10:31:27,6,2,0,0
2026-05-20 10:31:27,2,3,0,0
2026-05-20 10:31:27,4,6,0,0
2026-05-20 10:31:27,6,4,0,0
2026-05-20 10:31:28,5,3,0,0
2026-05-20 10:31:28,6,1,0,0
2026-05-20 10:31:29,1,3,0,0
2026-05-20 10:31:30,4,6,0,0
2026-05-20 10:31:30,4,6,0,0
2026-05-20 10:31:30,4,3,0,0
2026-05-20 10:31:30,6,6,0,0
2026-05-20 10:31:30,6,5,0,0
2026-05-20 10:31:31,5,4,0,0
2026-05-20 10:31:31,2,3,0,0
2026-05-20 10:31:31,4,4,0,0
2026-05-20 10:31:31,4,1,0,0
2026-05-20 10:31:31,5,1,0,0
2026-05-20 10:31:31,5,5,0,0
2026-05-20 10:31:32,3,2,0,0
2026-05-20 10:31:32,4,4,0,0
2026-05-20 10:31:32,3,6,0,0
2026-05-20 10:31:32,4,6,0,0
2026-05-20 10:31:32,6,1,0,0
2026-05-20 10:31:32,5,6,0,0
2026-05-20 10:31:33,5,1,0,0
2026-05-20 10:31:33,5,4,0,0
2026-05-20 10:31:33,3,3,0,0
2026-05-20 10:31:33,4,3,0,0
2026-05-20 10:31:33,5,5,0,0
2026-05-20 10:31:33,2,1,0,0
2026-05-20 10:31:34,4,4,0,0
2026-05-20 10:31:34,1,4,0,0
2026-05-20 10:31:34,1,3,0,0
2026-05-20 10:31:34,3,3,0,0
2026-05-20 10:31:34,3,4,0,0
2026-05-20 10:31:35,1,1,0,0
2026-05-20 10:31:35,6,6,0,0
2026-05-20 10:31:35,5,5,0,0
2026-05-20 10:31:35,1,4,0,0
2026-05-20 10:31:35,2,6,0,0
2026-05-20 10:31:35,1,6,0,0
2026-05-20 10:31:36,6,4,0,0
2026-05-20 10:31:36,2,1,0,0
2026-05-20 10:31:36,6,5,0,0
2026-05-20 10:31:36,1,6,0,0
2026-05-20 10:31:36,4,3,0,0
2026-05-20 10:31:37,2,5,0,0
2026-05-20 10:31:37,4,6,0,0
2026-05-20 10:31:37,1,3,0,0
2026-05-20 10:31:37,5,5,0,0
2026-05-20 10:31:37,2,1,0,0
2026-05-20 10:31:37,2,1,0,0
2026-05-20 10:31:38,5,2,0,0
2026-05-20 10:31:38,1,3,0,0
2026-05-20 10:31:38,3,4,0,0
2026-05-20 10:31:38,4,3,0,0
2026-05-20 10:31:38,3,5,0,0
2026-05-20 10:31:39,2,2,0,0
2026-05-20 10:31:39,1,3,0,0
2026-05-20 10:31:39,5,4,0,0
2026-05-20 10:31:39,2,1,0,0
2026-05-20 10:31:39,4,1,0,0
2026-05-20 10:31:40,5,4,0,0
2026-05-20 10:31:40,4,6,0,0
2026-05-20 10:31:40,6,5,0,0
2026-05-20 10:31:40,6,3,0,0
2026-05-20 10:31:40,1,4,0,0
2026-05-20 10:31:40,5,1,0,0
2026-05-20 10:31:41,2,5,0,0
2026-05-20 10:31:42,4,5,0,0
2026-05-20 10:31:43,1,5,0,0
2026-05-20 10:31:43,4,5,0,0
2026-05-20 10:31:44,4,3,0,0
2026-05-20 10:31:44,2,4,0,0
2026-05-20 10:31:44,6,3,0,0
2026-05-20 10:31:44,5,3,0,0
2026-05-20 10:31:44,2,2,0,0
2026-05-20 10:31:44,5,3,0,0
2026-05-20 10:31:45,5,6,0,0
2026-05-20 10:31:45,5,4,0,0
2026-05-20 10:31:45,5,5,0,0
2026-05-20 10:31:45,2,2,0,0
2026-05-20 10:31:45,5,4,0,0
2026-05-20 10:31:46,1,4,0,0
2026-05-20 10:31:46,3,5,0,0
2026-05-20 10:31:46,2,6,0,0
2026-05-20 10:31:46,2,6,0,0
2026-05-20 10:31:46,6,4,0,0
2026-05-20 10:31:47,1,3,0,0
2026-05-20 10:31:47,2,1,0,0
2026-05-20 10:31:47,3,2,0,0
2026-05-20 10:31:47,6,3,0,0
2026-05-20 10:31:47,2,4,0,0
2026-05-20 10:31:47,5,6,0,0
2026-05-20 10:31:48,5,5,0,0
2026-05-20 10:31:48,5,4,0,0
2026-05-20 10:31:48,6,2,0,0
2026-05-20 10:31:48,1,1,0,0
2026-05-20 10:31:48,4,3,0,0
2026-05-20 10:31:48,3,6,0,0
2026-05-20 10:31:49,1,5,0,0
2026-05-20 10:31:49,4,6,0,0
2026-05-20 10:31:49,1,2,0,0
2026-05-20 10:31:51,2,4,0,0
2026-05-20 10:31:51,2,4,0,0
2026-05-20 10:31:51,2,1,0,0
2026-05-20 10:31:51,5,5,0,0
2026-05-20 10:31:51,3,6,0,0
2026-05-20 10:31:51,1,1,0,0
2026-05-20 10:31:52,1,2,0,0
2026-05-20 10:31:52,4,6,0,0
2026-05-20 10:31:52,1,4,0,0
2026-05-20 10:31:52,6,2,0,0
2026-05-20 10:31:52,4,3,0,0
2026-05-20 10:31:52,6,2,0,0
2026-05-20 10:31:53,1,2,0,0
2026-05-20 10:31:53,6,4,0,0
2026-05-20 10:31:53,3,6,0,0
2026-05-20 10:31:53,6,5,0,0
2026-05-20 10:31:54,1,5,0,0
2026-05-20 10:31:54,5,2,0,0
2026-05-20 10:31:54,6,6,0,0
2026-05-20 10:31:54,3,6,0,0
2026-05-20 10:31:54,1,3,0,0
2026-05-20 10:31:54,2,2,0,0
2026-05-20 10:31:55,2,3,0,0
2026-05-20 10:31:55,3,5,0,0
2026-05-20 10:31:55,4,3,0,0
2026-05-20 10:31:55,2,3,0,0
2026-05-20 10:31:55,6,6,0,0
2026-05-20 10:31:55,3,1,0,0
2026-05-20 10:31:56,3,2,0,0
2026-05-20 10:31:56,1,4,0,0
2026-05-20 10:31:56,2,5,0,0
2026-05-20 10:31:56,3,5,0,0
2026-05-20 10:31:56,3,3,0,0
2026-05-20 10:31:57,5,6,0,0
2026-05-20 10:31:57,1,5,0,0
2026-05-20 10:31:57,3,2,0,0
2026-05-20 10:31:57,4,2,0,0
2026-05-20 10:31:57,6,4,0,0
2026-05-20 10:31:57,2,6,0,0
2026-05-20 10:31:58,6,6,0,0
2026-05-20 10:31:58,3,5,0,0
2026-05-20 10:31:58,2,5,0,0
2026-05-20 10:31:58,2,1,0,0
2026-05-20 10:31:58,5,4,0,0
2026-05-20 10:31:58,2,4,0,0
2026-05-20 10:31:59,3,5,0,0
2026-05-20 10:31:59,2,4,0,0
2026-05-20 10:31:59,1,4,0,0
2026-05-20 10:31:59,6,1,0,0
2026-05-20 10:32:00,1,1,0,0
2026-05-20 10:32:00,4,1,0,0
2026-05-20 10:32:00,2,5,0,0
2026-05-20 10:32:00,5,2,0,0
2026-05-20 10:32:00,4,4,0,0
2026-05-20 10:32:01,5,5,0,0
2026-05-20 10:32:01,1,5,0,0
2026-05-20 10:32:01,6,5,0,0
2026-05-20 10:32:01,6,3,0,0
2026-05-20 10:32:01,4,3,0,0
2026-05-20 10:32:02,2,4,0,0
2026-05-20 10:32:02,2,2,0,0
2026-05-20 10:32:02,4,3,0,0
2026-05-20 10:32:02,6,1,0,0
2026-05-20 10:32:03,5,1,0,0
2026-05-20 10:32:03,3,5,0,0
2026-05-20 10:32:03,1,1,0,0
2026-05-20 10:32:03,5,1,0,0
2026-05-20 10:32:04,5,2,0,0
2026-05-20 10:32:05,6,1,0,0
2026-05-20 10:32:05,4,6,0,0
2026-05-20 10:32:06,5,2,0,0
2026-05-20 10:32:06,3,3,0,0
2026-05-20 10:32:06,4,6,0,0
2026-05-20 10:32:07,6,6,0,0
2026-05-20 10:32:07,3,5,0,0
2026-05-20 10:32:07,3,6,0,0
2026-05-20 10:32:08,5,2,0,0
2026-05-20 10:32:08,1,1,0,0
2026-05-20 10:32:08,4,5,0,0
2026-05-20 10:32:08,4,4,0,0
2026-05-20 10:32:08,3,4,0,0
2026-05-20 10:32:08,6,6,0,0
2026-05-20 10:32:09,2,5,0,0
2026-05-20 10:32:09,5,1,0,0
2026-05-20 10:32:09,6,3,0,0
2026-05-20 10:32:09,2,2,0,0
2026-05-20 10:32:09,1,1,0,0
2026-05-20 10:32:09,3,3,0,0
2026-05-20 10:32:10,2,6,0,0
2026-05-20 10:32:10,5,4,0,0
2026-05-20 10:32:10,1,1,0,0
2026-05-20 10:32:10,6,5,0,0
2026-05-20 10:32:10,2,2,0,0
2026-05-20 10:32:11,3,5,0,0
2026-05-20 10:32:11,5,4,0,0
2026-05-20 10:32:11,3,1,0,0
2026-05-20 10:32:11,2,5,0,0
2026-05-20 10:32:12,4,6,0,0
2026-05-20 10:32:12,4,6,0,0
2026-05-20 10:32:12,3,5,0,0
2026-05-20 10:32:13,1,5,0,0
2026-05-20 10:32:14,2,2,0,0
2026-05-20 10:32:14,6,2,0,0
2026-05-20 10:32:15,2,3,0,0
2026-05-20 10:32:15,5,6,0,0
2026-05-20 10:32:27,1,1,1,0
2026-05-20 10:32:28,3,3,1,0
2026-05-20 10:32:29,4,4,1,0
2026-05-20 10:32:30,1,2,1,0
2026-05-20 10:32:31,2,4,1,0
2026-05-20 10:32:32,2,4,1,0
2026-05-20 10:32:33,3,3,1,0
2026-05-20 10:32:34,4,4,1,0
2026-05-20 10:32:35,6,1,1,0
2026-05-20 10:32:36,1,2,1,0
2026-05-20 10:32:37,4,2,1,0
2026-05-20 10:32:38,6,1,1,0
2026-05-20 10:32:39,6,4,1,0
2026-05-20 10:32:40,5,3,1,0
2026-05-20 10:32:41,2,5,1,0
2026-05-20 10:32:42,1,6,1,0
2026-05-20 10:32:43,5,6,1,0
2026-05-20 10:32:44,3,2,1,0
2026-05-20 10:32:45,2,1,1,0
2026-05-20 10:32:46,6,5,1,0
2026-05-20 10:32:47,5,1,1,0
2026-05-20 10:32:48,2,1,1,0
2026-05-20 10:32:49,2,5,1,0
2026-05-20 10:32:50,1,3,1,0
2026-05-20 10:32:51,2,2,1,0
2026-05-20 10:32:52,1,2,1,0
2026-05-20 10:32:53,1,4,1,0
2026-05-20 10:32:54,5,5,1,0
2026-05-20 10:32:55,1,3,1,0
2026-05-20 10:32:56,6,3,1,0
2026-05-20 10:32:57,2,4,1,0
2026-05-20 10:32:58,2,4,1,0
2026-05-20 10:32:59,5,2,1,0
2026-05-20 10:33:00,4,3,1,0
2026-05-20 10:33:01,5,3,1,0
2026-05-20 10:33:02,6,3,1,0
2026-05-20 10:33:03,5,3,1,0
2026-05-20 10:33:04,6,1,1,0
2026-05-20 10:33:05,5,5,1,0
2026-05-20 10:33:06,4,6,1,0
2026-05-20 10:33:07,5,3,1,0
2026-05-20 10:33:08,2,3,1,0
2026-05-20 10:33:09,6,3,1,0
2026-05-20 10:33:10,5,3,1,0
2026-05-20 10:33:11,6,2,1,0
2026-05-20 10:33:12,2,4,1,0
2026-05-20 10:33:13,2,3,1,0
2026-05-20 10:33:14,1,6,1,0
2026-05-20 10:33:15,6,4,1,0
2026-05-20 10:33:16,2,4,1,0
2026-05-20 10:33:17,4,4,1,0
2026-05-20 10:33:18,6,3,1,0
2026-05-20 10:33:19,1,2,1,0
2026-05-20 10:33:20,5,2,1,0
2026-05-20 10:33:21,5,4,1,0
2026-05-20 10:33:22,2,4,1,0
2026-05-20 10:33:23,4,4,1,0
2026-05-20 10:33:24,1,3,1,0
2026-05-20 10:33:25,3,5,1,0
2026-05-20 10:33:26,1,2,1,0
2026-05-20 10:33:27,4,3,1,0
2026-05-20 10:33:28,3,4,1,0
2026-05-20 10:33:29,2,3,1,0
2026-05-20 10:33:30,3,4,1,0
2026-05-20 10:33:31,2,4,1,0
2026-05-20 10:33:32,5,1,1,0
2026-05-20 10:33:33,2,4,1,0
2026-05-20 10:33:34,1,4,1,0
2026-05-20 10:33:35,1,4,1,0
2026-05-20 10:33:36,5,2,1,0
2026-05-20 10:33:37,6,5,1,0
2026-05-20 10:33:38,4,4,1,0
2026-05-20 10:33:39,2,5,1,0
2026-05-20 10:33:40,3,1,1,0
2026-05-20 10:33:41,4,4,1,0
2026-05-20 10:33:42,5,1,1,0
2026-05-20 10:33:43,3,2,1,0
2026-05-20 10:33:44,6,5,1,0
2026-05-20 10:33:45,4,1,1,0
2026-05-20 10:33:46,3,2,1,0
2026-05-20 10:33:47,6,4,1,0
2026-05-20 10:33:48,6,4,1,0
2026-05-20 10:33:49,6,1,1,0
2026-05-20 10:33:50,6,5,1,0
2026-05-20 10:33:51,4,2,1,0
2026-05-20 10:33:52,4,2,1,0
2026-05-20 10:33:53,5,3,1,0
2026-05-20 10:33:54,4,5,1,0
2026-05-20 10:33:55,1,2,1,0
2026-05-20 10:33:56,4,4,1,0
2026-05-20 10:33:57,6,6,1,0
2026-05-20 10:33:58,1,6,1,0
2026-05-20 10:33:59,2,1,1,0
2026-05-20 10:34:00,2,4,1,0
2026-05-20 10:34:01,6,3,1,0
2026-05-20 10:34:02,2,2,1,0
2026-05-20 10:34:03,3,4,1,0
2026-05-20 10:34:04,3,4,1,0
2026-05-20 10:34:05,4,1,1,0
2026-05-20 10:34:06,5,2,1,0
2026-05-20 10:34:07,4,5,1,0
2026-05-20 10:34:08,4,1,1,0
2026-05-20 10:34:09,6,2,1,0
2026-05-20 10:34:10,6,6,1,0
2026-05-20 10:34:11,1,2,1,0
2026-05-20 10:34:12,5,4,1,0
2026-05-20 10:34:13,3,6,1,0
2026-05-20 10:34:14,3,3,1,0
2026-05-20 10:34:15,5,1,1,0
2026-05-20 10:34:16,6,1,1,0
2026-05-20 10:34:17,3,4,1,0
2026-05-20 10:34:18,4,4,1,0
2026-05-20 10:34:19,6,2,1,0
2026-05-20 10:34:20,2,1,1,0
2026-05-20 10:34:21,2,5,1,0
2026-05-20 10:34:22,4,2,1,0
2026-05-20 10:34:23,4,5,1,0
2026-05-20 10:34:24,5,6,1,0
2026-05-20 10:34:25,4,2,1,0
2026-05-20 10:34:26,1,4,1,0
2026-05-20 10:34:27,1,4,1,0
2026-05-20 10:34:28,6,1,1,0
2026-05-20 10:34:29,3,2,1,0
2026-05-20 10:34:30,3,4,1,0
2026-05-20 10:34:31,5,6,1,0
2026-05-20 10:34:32,2,2,1,0
2026-05-20 10:34:33,1,1,1,0
2026-05-20 10:34:34,4,2,1,0
2026-05-20 10:34:35,2,3,1,0
2026-05-20 10:34:36,2,2,1,0
2026-05-20 10:34:37,2,5,1,0
2026-05-20 10:34:38,4,5,1,0
2026-05-20 10:34:39,4,6,1,0
2026-05-20 10:34:40,1,1,1,0
2026-05-20 10:34:41,5,3,1,0
2026-05-20 10:34:42,4,6,1,0
2026-05-20 10:34:43,6,1,1,0
2026-05-20 10:34:44,1,4,1,0
2026-05-20 10:34:45,2,2,1,0
2026-05-20 10:34:46,2,6,1,0
2026-05-20 10:34:47,4,6,1,0
2026-05-20 10:34:48,4,4,1,0
2026-05-20 10:34:49,6,4,1,0
2026-05-20 10:34:50,1,3,1,0
2026-05-20 10:34:51,4,3,1,0
2026-05-20 10:34:52,3,6,1,0
2026-05-20 10:34:53,2,6,1,0
2026-05-20 10:34:54,2,1,1,0
2026-05-20 10:34:55,4,3,1,0
2026-05-20 10:34:56,4,3,1,0
2026-05-20 10:34:57,1,6,1,0
2026-05-20 10:34:58,5,3,1,0
2026-05-20 10:34:59,5,2,1,0
2026-05-20 10:35:00,6,3,1,0
2026-05-20 10:35:01,6,2,1,0
2026-05-20 10:35:02,2,5,1,0
2026-05-20 10:35:03,3,3,1,0
2026-05-20 10:35:04,2,3,1,0
2026-05-20 10:35:05,6,5,1,0
2026-05-20 10:35:06,6,5,1,0
2026-05-20 10:35:07,3,1,1,0
2026-05-20 10:35:08,2,3,1,0
2026-05-20 10:35:09,5,6,1,0
2026-05-20 10:35:10,6,5,1,0
2026-05-20 10:35:11,2,5,1,0
2026-05-20 10:35:12,1,5,1,0
2026-05-20 10:35:13,2,6,1,0
2026-05-20 10:35:14,2,1,1,0
2026-05-20 10:35:15,4,4,1,0
2026-05-20 10:35:16,1,4,1,0
2026-05-20 10:35:17,1,5,1,0
2026-05-20 10:35:18,3,4,1,0
2026-05-20 10:35:19,3,5,1,0
2026-05-20 10:35:20,1,3,1,0
2026-05-20 10:35:21,3,3,1,0
2026-05-20 10:35:22,5,3,1,0
2026-05-20 10:35:23,6,1,1,0
2026-05-20 10:35:24,3,3,1,0
2026-05-20 10:35:25,5,3,1,0
2026-05-20 10:35:26,6,4,1,0
2026-05-20 10:35:27,5,4,1,0
2026-05-20 10:35:28,6,6,1,0
2026-05-20 10:35:29,1,2,1,0
2026-05-20 10:35:30,2,6,1,0
2026-05-20 10:35:31,5,4,1,0
2026-05-20 10:35:32,1,2,1,0
2026-05-20 10:35:33,2,2,1,0
2026-05-20 10:35:34,6,6,1,0
2026-05-20 10:35:35,2,3,1,0
2026-05-20 10:35:36,3,2,1,0
2026-05-20 10:35:37,6,1,1,0
2026-05-20 10:35:38,2,1,1,0
2026-05-20 10:35:39,4,5,1,0
2026-05-20 10:35:40,5,1,1,0
2026-05-20 10:35:41,6,1,1,0
2026-05-20 10:35:42,4,1,1,0
2026-05-20 10:35:43,1,2,1,0
2026-05-20 10:35:44,4,4,1,0
2026-05-20 10:35:45,6,3,1,0
2026-05-20 10:35:46,1,5,1,0
2026-05-20 10:35:47,5,2,1,0
2026-05-20 10:35:48,4,4,1,0
2026-05-20 10:35:49,4,3,1,0
2026-05-20 10:35:50,2,5,1,0
2026-05-20 10:35:51,2,4,1,0
2026-05-20 10:35:52,6,2,1,0
2026-05-20 10:35:53,4,5,1,0
2026-05-20 10:35:54,6,4,1,0
2026-05-20 10:35:55,6,5,1,0
2026-05-20 10:35:56,2,3,1,0
2026-05-20 10:35:57,3,6,1,0
2026-05-20 10:35:58,2,3,1,0
2026-05-20 10:35:59,1,4,1,0
2026-05-20 10:36:00,5,3,1,0
2026-05-20 10:36:01,4,3,1,0
2026-05-20 10:36:02,2,2,1,0
2026-05-20 10:36:03,5,2,1,0
2026-05-20 10:36:04,2,5,1,0
2026-05-20 10:36:05,2,4,1,0
2026-05-20 10:36:06,2,4,1,0
2026-05-20 10:36:07,1,6,1,0
2026-05-20 10:36:08,5,2,1,0
2026-05-20 10:36:09,5,6,1,0
2026-05-20 10:36:10,1,1,1,0
2026-05-20 10:36:11,6,2,1,0
2026-05-20 10:36:12,4,3,1,0
2026-05-20 10:36:13,4,3,1,0
2026-05-20 10:36:14,4,2,1,0
2026-05-20 10:36:15,6,1,1,0
2026-05-20 10:36:16,3,1,1,0
2026-05-20 10:36:17,2,2,1,0
2026-05-20 10:36:18,4,3,1,0
2026-05-20 10:36:19,1,3,1,0
2026-05-20 10:36:20,4,2,1,0
2026-05-20 10:36:21,2,5,1,0
2026-05-20 10:36:22,5,2,1,0
2026-05-20 10:36:23,1,3,1,0
2026-05-20 10:36:24,6,4,1,0
2026-05-20 10:36:25,6,1,1,0
2026-05-20 10:36:26,2,4,1,0
2026-05-20 10:36:27,1,2,1,0
2026-05-20 10:36:28,4,4,1,0
2026-05-20 10:36:29,1,3,1,0
2026-05-20 10:36:30,3,4,1,0
2026-05-20 10:36:31,1,4,1,0
2026-05-20 10:36:32,2,1,1,0
2026-05-20 10:36:33,3,3,1,0
2026-05-20 10:36:34,6,2,1,0
2026-05-20 10:36:35,4,6,1,0
2026-05-20 10:36:36,1,1,1,0
2026-05-20 10:36:37,2,5,1,0
2026-05-20 10:36:38,4,4,1,0
2026-05-20 10:36:39,2,1,1,0
2026-05-20 10:36:40,2,2,1,0
2026-05-20 10:36:41,3,2,1,0
2026-05-20 10:36:42,4,5,1,0
2026-05-20 10:36:43,5,2,1,0
2026-05-20 10:36:44,1,3,1,0
2026-05-20 10:36:45,1,3,1,0
2026-05-20 10:36:46,1,2,1,0
2026-05-20 10:36:47,5,1,1,0
2026-05-20 10:36:48,6,6,1,0
2026-05-20 10:36:49,4,3,1,0
2026-05-20 10:36:50,4,6,1,0
2026-05-20 10:36:51,4,6,1,0
